Bairro,Endereco,Quartos,Tipo,Preco,Distancia do aeroporto,CEP,Banheiro,Vagas,Area terreno,Area construida,Ano da construcao,Latitude,Longitude
Carnegie,4/76 Railway Rd,2,kitnet,516000,11.4,3163,1,1,,,,-37889,145.0533
Carnegie,6/1136 Dandenong Rd,2,kitnet,,11.4,3163,1,1,,,,-37885,145.0628
Elwood,2/23 Foam St,2,kitnet,582500,7.7,3184,1,1,,,,-37885,144991
Elwood,9/400 Barkly St,1,kitnet,392500,7.7,3184,1,0,,,,-37882,144.9785
Elwood,7/115 Brighton Rd,2,kitnet,,7.7,3184,1,1,,,,-37874,144.9903
Balaclava,15/36 Brighton Rd,1,kitnet,500000,6.6,3183,1,0,,,,-37873,144.9907
St Kilda,5/47 Acland St,2,kitnet,757500,6.1,3182,1,1,,,,-37865,144.9761
St Kilda,4/66 Alma Rd,2,kitnet,535000,6.1,3182,1,1,,,,-37861,144.9891
St Kilda,210/60 Wellington St,1,kitnet,,6.1,3182,1,1,,,,-37857,144.9867
Williamstown,24/18 Station Rd,2,kitnet,415000,8,3016,1,1,,,,-37857,144891
Armadale,9/55 Northcote Rd,1,kitnet,421500,6.3,3143,1,0,,,,-37853,145.0167
Armadale,2/1 Munro St,3,kitnet,,6.3,3143,1,4,,,,-37853,145.0181
Malvern,24/1231 Malvern Rd,2,kitnet,660000,7.4,3144,1,1,,,,-37852,145.0343
Prahran,404/12 Anchor Pl,2,kitnet,,4.5,3181,1,1,,,,-37851,144.9945
Camberwell,2/1021 Toorak Rd,2,kitnet,590000,7.8,3124,1,1,,,,-37847,145.0672
Prahran,410/220 Commercial Rd,1,kitnet,,4.5,3181,1,0,,,,-37847,144.9936
Albert Park,10/140 Kerferd Rd,2,kitnet,647000,3.3,3206,1,1,,,,-37846,144.9542
Toorak,8/5 Gordon St,1,kitnet,405000,4.6,3142,1,1,,,,-37844,145005
Port Melbourne,401/216 Rouse St,1,kitnet,420000,3.8,3207,1,1,,,,-37841,144.9379
South Yarra,8/27 Kensington Rd,2,kitnet,613000,3.3,3141,1,1,,,,-37838,145.0011
South Yarra,2/53 Caroline St,1,kitnet,422000,3.3,3141,1,0,,,,-37837,144.9881
Port Melbourne,171 Bridge St,2,casa,1240000,3.8,3207,1,0,,,,-37836,144.9419
South Yarra,11/274 Domain Rd,2,kitnet,621500,3.3,3141,1,1,,,,-37835,144.9905
South Melbourne,119 Park St,2,kitnet,600000,2.1,3205,1,1,,,,-37834,144.9665
Richmond,408/633 Church St,2,kitnet,760000,2.6,3121,1,1,,,,-37833,144997
Hawthorn,8/352 Auburn Rd,2,kitnet,,4.6,3122,1,1,,,,-37832,145.0431
Hawthorn,8/203 Auburn Rd,1,kitnet,320000,4.6,3122,1,1,,,,-37827,145.0444
Hawthorn,8/36 Power St,2,kitnet,600000,4.6,3122,1,1,,,,-37816,145.0272
Hawthorn,7/12 Pine St,2,kitnet,487500,4.6,3122,1,1,,,,-37814,145021
Richmond,305/45 York St,1,kitnet,402000,2.6,3121,1,1,,,,-37813,144993
North Melbourne,24/101 Leveson St,2,kitnet,585000,2.3,3051,1,1,,,,-37802,144951
Fitzroy,24/26 Victoria St,2,kitnet,650000,1.6,3065,1,1,,,,-37799,144.9756
West Footscray,10/745 Barkly St,2,kitnet,262500,8.2,3012,1,1,,,,-37796,144.8634
Footscray,1/24 Eldridge St,2,kitnet,296000,6.4,3011,1,1,,,,-37789,144.8932
Flemington,3/121 Wellington St,2,kitnet,476000,4.4,3031,1,1,,,,-37783,144932
Maidstone,29 Marsh St,3,casa,815000,9.2,3012,1,2,,,,-37781,144.8813
Brunswick East,221/408 Lygon St,1,kitnet,370000,4.5,3057,1,1,,,,-37765,144.9731
Brunswick East,18/408 Lygon St,2,kitnet,400000,4.5,3057,1,1,,,,-37765,144.9731
Northcote,33 Spencer St,4,casa,1340000,5.5,3070,1,2,,,,-37763,144.9966
Ivanhoe,1/100 St Elmo Rd,2,kitnet,450000,7.9,3079,1,1,,,,-37759,145047
Essendon,1/52 Elder Pde,3,kitnet,820000,8,3040,1,1,,,,-37752,144.9079
Reservoir,3/14 Aberdeen St,2,kitnet,452000,11.2,3073,1,1,,,,-37703,145.0201
Reservoir,2/11 Johnson St,2,kitnet,,11.2,3073,1,1,,,,-37.7017,145.0111
Reservoir,3/963 High St,2,kitnet,406000,11.2,3073,1,1,,,,-37.7018,145.02259
Reservoir,103 McMahon Rd,2,casa,772000,11.2,3073,1,1,,,,-37.7106,145.0138
Reservoir,2/41 McMahon Rd,1,kitnet,,11.2,3073,1,1,,,,-37.7114,145.0203
Watsonia,17 Longmuir Rd,3,casa,785000,14.9,3087,1,2,,,,-37.7114,145.0885
Oak Park,8a Pines Gr,2,casa,480000,11.5,3046,1,2,,,,-37.7157,144.9165
Pascoe Vale,102/9 Pascoe St,2,kitnet,,9.9,3044,1,1,,,,-37.7166,144.9358
Watsonia,1/6 Wattle Dr,2,kitnet,342500,14.9,3087,1,1,,,,-37.7167,145.0807
Reservoir,97 North Rd,2,casa,755000,11.2,3073,1,2,,,,-37.7231,145.0168
Oak Park,5/4 Ethel St,3,kitnet,358500,11.5,3046,1,1,,,,-37.7233,144.9168
Reservoir,14/696 Plenty Rd,2,kitnet,270000,11.2,3073,1,1,,,,-37.7304,145.0158
Pascoe Vale,2/7 Hazel Gr,3,kitnet,515000,9.9,3044,1,2,,,,-37.7305,144.9397
Preston,5 North St,3,casa,815000,8.8,3072,1,1,,,,-37.7333,144.9844
Coburg,61 Murray Rd,2,casa,550000,7.8,3058,1,1,,,,-37.7358,144.9801
Essendon North,4/17 Bulla Rd,1,kitnet,260000,9.4,3041,1,1,,,,-37.7428,144.9086
Preston,60 Miller St,3,casa,,8.8,3072,1,2,,,,-37.7438,144.99103
Keilor East,171 Sterling Dr,3,casa,695000,12.8,3033,1,3,,,,-37.7483,144.85
Essendon,23 MacKay St,2,casa,1255000,8,3040,1,1,,,,-37.7488,144.9165
Essendon,4/10 Ardoch St,2,kitnet,453000,8,3040,1,1,,,,-37.7494,144921
Essendon,4/972 Mt Alexander Rd,2,kitnet,,8,3040,1,2,,,,-37.7525,144.9164
Heidelberg,13/127 Hawdon St,2,kitnet,,10.6,3084,1,1,,,,-37.7529,145065
Essendon,15/18 Raleigh St,2,kitnet,446000,8,3040,1,1,,,,-37.7534,144.9242
Essendon,7/18 Raleigh St,2,kitnet,457000,8,3040,1,1,,,,-37.7534,144.9242
Thornbury,59A Fyffe St,3,casa,1190000,6.5,3071,1,0,,,,-37.7539,144989
Thornbury,6/75 Pender St,1,kitnet,277500,6.5,3071,1,1,,,,-37.7542,145.0098
Essendon,5/23 Daisy St,2,kitnet,411000,8,3040,1,1,,,,-37.7547,144.9107
Aberfeldie,5/319 Buckley St,2,kitnet,373000,9.1,3040,1,1,,,,-37.7553,144.8996
Essendon,4/23 Fletcher St,2,kitnet,456000,8,3040,1,0,,,,-37.7557,144.9222
Thornbury,8/14 Hutton St,1,kitnet,295000,6.5,3071,1,1,,,,-37.7557,144.9993
Essendon,8/19 Fletcher St,2,kitnet,370000,8,3040,1,0,,,,-37.7558,144.9233
Thornbury,8/89 Ballantyne St,1,kitnet,245000,6.5,3071,1,1,,,,-37.7581,144.9944
Aberfeldie,6/8 Arthur St,2,kitnet,442000,9.1,3040,1,1,,,,-37.7589,144897
Thornbury,2/305 Rossmoyne St,3,kitnet,510000,6.5,3071,1,1,,,,-37.7591,145.0211
Thornbury,1/295 Rossmoyne St,2,kitnet,560000,6.5,3071,1,2,,,,-37.7591,145.0208
Brunswick East,1/134 Mitchell St,2,kitnet,460000,4.5,3057,1,1,,,,-37.76002,144.97571
Brunswick East,28/29 Nunan St,3,kitnet,570000,4.5,3057,1,1,,,,-37.7603,144.9795
Moonee Ponds,13/9 The Strand,3,kitnet,650000,6.9,3039,1,1,,,,-37.7606,144.9236
Thornbury,5/1 Clyde St,2,kitnet,505000,6.5,3071,1,1,,,,-37.7608,145.0059
Brunswick West,5/21 Cumming St,2,kitnet,656000,5.9,3055,1,1,,,,-37.7609,144.9425
Brunswick West,1/312 Hope St,1,kitnet,351000,5.9,3055,1,1,,,,-37.7614,144.9393
Brunswick,1/21 Jones St,2,casa,542000,5.2,3056,1,1,,,,-37.7618,144.9662
East Melbourne,402/166 Wellington Pde,1,kitnet,503000,1.5,3002,1,1,,,,-37.76201,145.05401
Moonee Ponds,1/5 Park St,1,kitnet,415000,6.9,3039,1,1,,,,-37.7623,144.9211
Thornbury,67/337 Station St,2,kitnet,510000,6.5,3071,1,1,,,,-37.7634,145021
Northcote,1/54 Emmaline St,1,kitnet,370000,5.5,3070,1,1,,,,-37.7635,144.9934
Brunswick West,5/22 Whitby St,2,kitnet,403000,5.9,3055,1,2,,,,-37.7643,144.9477
Moonee Ponds,10/7 York St,1,kitnet,,6.9,3039,1,1,,,,-37.7652,144.9116
Sunshine North,87 Berkshire Rd,3,casa,580000,13.3,3020,1,1,,,,-37.7652,144.8376
Brunswick,15/11 Aberdeen St,2,kitnet,350000,5.2,3056,1,1,,,,-37.7671,144.9702
Brunswick East,2/146 Blyth St,2,kitnet,510000,4.5,3057,1,1,,,,-37.7671,144.9746
Brunswick East,314/360 Lygon St,1,kitnet,385000,4.5,3057,1,1,,,,-37.76791,144.97254
Moonee Ponds,21 Winchester St,2,casa,831000,6.9,3039,1,1,,,,-37.7685,144.9186
Brunswick East,310/330 Lygon St,2,kitnet,445000,4.5,3057,1,1,,,,-37.7685,144.9724
Moonee Ponds,25 Argyle St,2,casa,750000,6.9,3039,1,1,,,,-37.7686,144.9068
Ivanhoe East,11/33 Carmichael St,2,kitnet,485000,9,3079,1,1,,,,-37.7699,145.0581
Ivanhoe,9/88 Marshall St,2,kitnet,480000,7.9,3079,1,1,,,,-37.77,145.0472
Ivanhoe,4/6 Linton St,2,kitnet,504000,7.9,3079,1,1,,,,-37.7712,145.0455
Moonee Ponds,22/122 Maribyrnong Rd,2,kitnet,440000,6.9,3039,1,1,,,,-37.7715,144.9155
Brunswick,94 Lydia St,1,apartamento,895000,5.2,3056,1,0,,,,-37.7717,144.9679
Maribyrnong,8 Parade Sq,2,apartamento,431000,8.7,3032,1,1,,,,-37.77224,
Ascot Vale,1/60 The Parade,2,kitnet,690000,5.9,3032,1,1,,,,-37.7728,144.9169
Brunswick East,7/162 Lygon St,2,kitnet,420000,4.5,3057,1,1,,,,-37.7732,144.9716
Brunswick,303/10 Dods St,2,kitnet,,5.2,3056,1,1,,,,-37.7733,144.9622
Northcote,7 Prospect Gr,4,casa,2100000,5.5,3070,1,2,,,,-37.7736,145.0004
Northcote,22 Ellesmere St,2,casa,875000,5.5,3070,1,1,,,,-37.7736,145.0074
Maribyrnong,21/4 Wests Rd,2,casa,,8.7,3032,1,1,,,,-37.7737,144.8816
Ascot Vale,2/78 Ormond Rd,2,casa,636500,5.9,3032,1,1,,,,-37.7738,144.9345
Brunswick West,3/447 Brunswick Rd,2,kitnet,400000,5.9,3055,1,1,,,,-37.7752,144.9463
Ascot Vale,2/43 Roxburgh St,2,kitnet,455000,5.9,3032,1,2,,,,-37.7756,144.9165
Fairfield,4/28 Rushall St,2,kitnet,438000,5.8,3078,1,1,,,,-37.7762,145.0213
Northcote,9/162 Clarke St,2,kitnet,601000,5.5,3070,1,1,,,,-37.7765,144996
Brunswick,2/825 Park St,1,kitnet,440000,5.2,3056,1,1,,,,-37.7769,144.9523
Brunswick,9/789 Park St,1,kitnet,,5.2,3056,1,1,,,,-37.7771,144.9541
Alphington,2/5 Yarana Rd,2,kitnet,465000,6.4,3078,1,1,,,,-37.7773,145.0314
Brunswick,10/150 Brunswick Rd,1,kitnet,240000,5.2,3056,1,1,,,,-37.7776,144.9633
Ascot Vale,6/17 Geddes St,2,kitnet,570000,5.9,3032,1,1,,,,-37.7779,144.9137
Alphington,3/34 Grange Rd,1,kitnet,316000,6.4,3078,1,1,,,,-37.77859,145.02534
Northcote,1/94 Union St,1,kitnet,410000,5.5,3070,1,0,,,,-37.7793,144.9972
Northcote,60 Ross St,3,casa,1121000,5.5,3070,1,0,,,,-37.7821,144.9995
Parkville,105/459 Royal Pde,1,kitnet,485000,2.6,3052,1,1,,,,-37.7823,144.9593
Flemington,6/47 Railway Pl W,2,kitnet,360000,4.4,3031,1,1,,,,-37.7826,144.9273
Flemington,1/92 Farnham St,3,casa,,4.4,3031,1,1,,,,-37.7826,144.9314
Northcote,8/62 Cunningham St,1,kitnet,320000,5.5,3070,1,0,,,,-37.7827,144.9999
Northcote,5/162 Westgarth St,2,kitnet,592000,5.5,3070,1,2,,,,-37.7828,145.0096
Fairfield,4/10 Station St,1,kitnet,300000,5.8,3078,1,1,,,,-37.7839,145.0171
Northcote,9/28 Ross St,1,kitnet,340000,5.5,3070,1,1,,,,-37.7839,144.9991
Albion,5/25 Ridley St,2,kitnet,190000,13.9,3020,1,1,,,,-37.7839,144.8239
Alphington,7/7 Chandler Hwy,2,apartamento,650000,6.4,3078,1,0,,,,-37.7848,145025
Fitzroy North,13 Seacombe St,2,casa,1232000,3.5,3068,1,0,,,,-37.7848,144.9806
Parkville,5/361 Royal Pde,1,kitnet,401000,2.6,3052,1,1,,,,-37.7852,144.9589
Flemington,7/30 Bryant St,1,casa,250000,4.4,3031,1,1,,,,-37.7854,144.9326
Parkville,14/18 Lennon St,1,kitnet,352500,2.6,3052,1,1,,,,-37.7864,144.9409
Parkville,9/18 Lennon St,1,casa,307000,2.6,3052,1,1,,,,-37.7864,144.9409
Doncaster,6/14 Firth St,2,kitnet,400000,13.9,3108,1,2,,,,-37.7868,145.1223
Clifton Hill,4/56 John St,1,kitnet,325000,3.4,3068,1,1,,,,-37.7873,144.9958
Clifton Hill,53 John St,2,apartamento,640000,3.4,3068,1,1,,,,-37.7873,144.9961
Footscray,2/36 Empire St,2,kitnet,310000,6.4,3011,1,1,,,,-37.7878,144.8919
Footscray,12/3 Gordon St,1,kitnet,210000,6.4,3011,1,1,,,,-37.7878,144.8904
Kensington,8/33 Rankins Rd,1,kitnet,370000,4.2,3031,1,2,,,,-37.7896,144.9321
Fitzroy North,9/222 Queens Pde,3,kitnet,674000,3.5,3068,1,1,,,,-37.7899,144.9869
North Melbourne,1/315 Flemington Rd,1,kitnet,340000,2.3,3051,1,1,,,,-37.7916,144.9443
Sunshine,166a Morris St,2,kitnet,550000,12.6,3020,1,1,,,,-37.7922,144.8283
Kew East,1/173 Kilby Rd,2,kitnet,1110000,7.5,3102,1,1,,,,-37.7927,145.0597
Carlton,309/20 Reeves St,1,kitnet,310000,1.8,3053,1,1,,,,-37.7929,144.9705
Footscray,26/2 Ballarat Rd,3,kitnet,561000,6.4,3011,1,1,,,,-37.7952,144909
Kensington,8/37 Kensington Rd,2,kitnet,506000,4.2,3031,1,1,,,,-37.7952,144.9262
Kensington,302/18 Bent St,2,kitnet,,4.2,3031,1,1,,,,-37.7956,144935
Kensington,12 Hardiman St,3,casa,1135000,4.2,3031,1,0,,,,-37.7957,144932
Footscray,11/44 Everard St,2,kitnet,431000,6.4,3011,1,1,,,,-37.7963,144.8853
Kensington,208/86 Altona St,2,kitnet,458000,4.2,3031,1,1,,,,-37.7966,144.9254
Fitzroy,309/416 Gore St,2,kitnet,790000,1.6,3065,1,1,,,,-37.7967,144.9836
West Footscray,12/624 Barkly St,2,kitnet,470000,8.2,3012,1,1,,,,-37.7968,144.8735
Footscray,6/248 Gordon St,1,kitnet,315000,6.4,3011,1,1,,,,-37.79711,144.89567
Kew,4/110 Walpole St,2,kitnet,700000,5.6,3101,1,1,,,,-37.79765,145.04514
Carlton,268 Faraday St,1,kitnet,435000,1.8,3053,1,1,,,,-37.7982,144.9651
Carlton,13/25 Barkly St,2,kitnet,585000,1.8,3053,1,1,,,,-37.7985,144.9745
Fitzroy,502/69 Victoria St,2,kitnet,692000,1.6,3065,1,1,,,,-37.7988,144.9772
North Melbourne,2/43 Haines St,2,kitnet,470000,2.3,3051,1,1,,,,-37.7988,144.9478
North Melbourne,13/49 Haines St,2,kitnet,475000,2.3,3051,1,1,,,,-37.7988,144.9475
Footscray,707/250 Barkly St,2,kitnet,,6.4,3011,1,1,,,,-37.7992,144.8961
North Melbourne,5/97 Oshanassy St,2,kitnet,591500,2.3,3051,1,1,,,,-37.8004,144.9465
Footscray,105/64 Cross St,2,kitnet,490000,6.4,3011,1,1,,,,-37.8006,144881
Abbotsford,6/241 Nicholson St,1,kitnet,300000,2.5,3067,1,1,,,,-37.8008,144.9973
Footscray,3/22 Pickett St,2,kitnet,360000,6.4,3011,1,1,,,,-37.8012,144.8964
Abbotsford,7/20 Abbotsford St,1,kitnet,441000,2.5,3067,1,1,,,,-37.8016,144.9988
Abbotsford,5/20 Abbotsford St,1,kitnet,426000,2.5,3067,1,1,,,,-37.8016,144.9988
North Melbourne,2/100 Curzon St,2,apartamento,888000,2.3,3051,1,1,,,,-37.8016,144.9486
Fitzroy,503/185 Rose St,2,kitnet,681500,1.6,3065,1,1,,,,-37.80175,144.97809
Carlton,12/209 Cardigan St,2,kitnet,600000,1.8,3053,1,1,,,,-37.8018,144965
Kew,9/25 Derby St,2,kitnet,557000,5.6,3101,1,1,,,,-37.8034,145.0369
Collingwood,15/78 Oxford St,1,kitnet,461000,1.6,3066,1,1,,,,-37.8035,144985
Collingwood,14/99 Oxford St,1,kitnet,,1.6,3066,1,1,,,,-37.8037,144.9846
North Melbourne,208/150 Peel St,1,kitnet,491000,2.3,3051,1,1,,,,-37.8044,144.9566
Kew,2/380 High St,2,kitnet,599000,5.6,3101,1,1,,,,-37.8046,145.0375
Carlton,19/100 Queensberry St,2,kitnet,,1.8,3053,1,1,,,,-37.8046,144.9657
Carlton,14/52 Leicester St,3,kitnet,875000,1.8,3053,1,1,,,,-37.8052,144.9604
Kew,4/24 Highbury Gr,2,kitnet,525000,5.6,3101,1,1,,,,-37.8054,145.0373
North Melbourne,319/350 Victoria St,2,kitnet,645000,2.3,3051,1,1,,,,-37.8055,144.9547
Kew,2/13 Kent St,2,kitnet,,5.6,3101,1,1,,,,-37.8065,145.0401
West Footscray,8/132 Rupert St,1,kitnet,185000,8.2,3012,1,1,,,,-37.80658,144.86659
Kew,13/54 Studley Park Rd,2,kitnet,820000,5.6,3101,1,2,,,,-37.8066,145.0211
Collingwood,21/17 Oxford St,2,kitnet,,1.6,3066,1,1,,,,-37.8075,144.9839
Melbourne,928/43 Therry St,1,kitnet,210000,2.8,3000,1,0,,,,-37.8078,144961
Kew,25/912 Glenferrie Rd,1,kitnet,468000,5.6,3101,1,1,,,,-37.80825,
Kew,11/912 Glenferrie Rd,2,kitnet,650000,5.6,3101,1,1,,,,-37.8083,145.0382
West Melbourne,306/145 Roden St,2,kitnet,,1.9,3003,1,1,,,,-37.8084,144.9473
Seddon,8/294 Nicholson St,1,kitnet,215000,6.6,3011,1,1,,,,-37.8087,144.8978
Melbourne,1/5 Davisons Pl,2,kitnet,671000,2.8,3000,1,1,,,,-37.8089,144967
Kingsville,17/5 Lewis St,2,kitnet,270000,7.8,3012,1,1,,,,-37.8096,144874
Melbourne,902/16 Liverpool St,1,kitnet,427000,2.8,3000,1,0,,,,-37.8111,144.9715
Balwyn,10/36 Jurang St,2,kitnet,,9.7,3103,1,1,,,,-37.8114,145.0865
Richmond,601/10 Burnley St,1,kitnet,362000,2.6,3121,1,1,,,,-37.8127,145.0094
Docklands,2305/241 Harbour Esp,1,kitnet,360000,1.9,3008,1,1,,,,-37.8133,144.9433
Kew,10/7 College Pde,3,kitnet,720000,5.6,3101,1,1,,,,-37.8135,145.0355
East Melbourne,6/45 Gipps St,1,kitnet,1015000,1.5,3002,1,1,,,,-37.8136,144.9892
Surrey Hills,6/402 Whitehorse Rd,2,kitnet,520000,11.2,3127,1,1,,,,-37.8138,145.0879
Hawthorn,4/162 Barkers Rd,1,casa,300000,4.6,3122,1,1,,,,-37.81428,145.02546
Hawthorn,6/164 Barkers Rd,2,kitnet,,4.6,3122,1,1,,,,-37.8143,145.0322
Mont Albert,2/3 Inglisby Rd,2,casa,666000,11.8,3127,1,1,,,,-37.8147,145.1032
Balwyn,4/30 Weir St,2,kitnet,605000,9.7,3103,1,1,,,,-37.8152,145.0843
East Melbourne,6/108 George St,1,kitnet,565000,1.5,3002,1,0,,,,-37.8153,144.9868
East Melbourne,2/35 Powlett St,2,kitnet,900000,1.5,3002,1,1,,,,-37.8154,144.9851
Hawthorn,11/284 Barkers Rd,2,kitnet,,4.6,3122,1,1,,,,-37.8156,145.0405
Melbourne,43/1 Exhibition St,1,kitnet,436000,2.8,3000,1,0,,,,-37.8159,144972
Hawthorn,8/14 Creswick St,2,kitnet,663000,4.6,3122,1,1,,,,-37.8166,145.0163
East Melbourne,9/161 Wellington Pde S,1,kitnet,,1.5,3002,1,1,,,,-37.8167,144.9793
East Melbourne,11/201 Wellington Pde S,1,kitnet,630000,1.5,3002,1,1,,,,-37.8168,144.9787
Surrey Hills,2/59 Weybridge St,2,kitnet,694000,11.2,3127,1,1,,,,-37.8174,145.0893
East Melbourne,38/22 Agnes St,2,kitnet,765000,1.5,3002,1,1,,,,-37.8177,144.9801
Hawthorn,7/35 Hill St,2,kitnet,,4.6,3122,1,1,,,,-37.8182,145.0213
Yarraville,103/58 Ballarat St,1,kitnet,381000,7,3013,1,1,,,,-37.8184,144.8904
Hawthorn,3/18 Connell St,2,kitnet,520000,4.6,3122,1,1,,,,-37.8185,145.0235
Richmond,7/69 Palmer St,2,kitnet,,2.6,3121,1,1,,,,-37.8187,145.0079
Hawthorn,8/67 Denham St,1,kitnet,415000,4.6,3122,1,1,,,,-37.8192,145.0221
Hawthorn East,118 Rathmines Rd,3,casa,,7.5,3123,1,1,,,,-37.8207,145.0517
Richmond,7/1 Princess St,2,apartamento,895000,2.6,3121,1,1,,,,-37.8209,145.0014
Richmond,3 Longfield St,3,casa,1400000,2.6,3121,1,2,,,,-37.8211,145.0114
Richmond,12 Longfield St,3,casa,1540000,2.6,3121,1,1,,,,-37.8214,145.0119
Hawthorn,301/25 Lynch St,1,kitnet,310000,4.6,3122,1,1,,,,-37.8216,145.0343
Box Hill,2/13 Oxford St,2,kitnet,572000,13.1,3128,1,1,,,,-37.82192,145.12126
Yarraville,282 Hyde St,3,casa,600000,7,3013,1,1,,,,-37.8222,144.8956
Yarraville,282 Hyde St,4,casa,,7,3013,1,1,,,,-37.8222,144.8956
Hawthorn East,10/11 Grandview Gr,2,kitnet,550000,7.5,3123,1,1,,,,-37.8222,145.0566
Richmond,1/263 Lennox St,1,kitnet,,2.6,3121,1,1,,,,-37.8224,144.9941
Richmond,2/65 Westbank Tce,1,kitnet,500000,2.6,3121,1,1,,,,-37.8226,145013
Yarraville,2/10 Schild St,2,kitnet,497600,7,3013,1,1,,,,-37.82271,144.88646
Camberwell,8/995 Burke Rd,2,kitnet,,7.8,3124,1,1,,,,-37.8228,145.0581
Richmond,211/18 Tanner St,1,kitnet,450000,2.6,3121,1,1,,,,-37.8231,144.9906
Richmond,6/361 Church St,1,kitnet,415000,2.6,3121,1,1,,,,-37.8234,144.9985
Hawthorn,23/146 Power St,1,kitnet,320000,4.6,3122,1,0,,,,-37.8235,145.0258
Hawthorn,1/41 Morang Rd,1,kitnet,450000,4.6,3122,1,1,,,,-37.8237,145.0242
Moonee Ponds,8/128 Park St,1,kitnet,296000,6.9,3039,1,1,,,,-37.82396,
Hawthorn East,6/787 Burwood Rd,2,kitnet,532000,7.5,3123,1,1,,,,-37.82442,145.04742
Box Hill,3/5 Kent Rd,2,kitnet,400000,13.1,3128,1,1,,,,-37.8248,145.1215
Hawthorn,12/48 Oxley Rd,2,kitnet,743000,4.6,3122,1,2,,,,-37.8249,145.0405
Hawthorn,4/178 Power St,2,kitnet,517000,4.6,3122,1,1,,,,-37.8261,145.0254
Hawthorn,13/175 Power St,2,kitnet,575000,4.6,3122,1,1,,,,-37.8263,145.0257
Hawthorn,318/6 Lisson Gr,1,kitnet,485000,4.6,3122,1,1,,,,-37.8264,145027
Hawthorn,13/177 Power St,2,kitnet,525000,4.6,3122,1,1,,,,-37.8265,145.0257
Hawthorn,11/179 Power St,2,kitnet,605000,4.6,3122,1,1,,,,-37.8268,145.0257
Southbank,80 Coventry St,3,casa,1220000,1.2,3006,1,1,,,,-37.8288,144.9679
Southbank,2402/163 City Rd,2,kitnet,505000,1.2,3006,1,1,,,,-37.82882,144.87052
Canterbury,2/46 Wattle Valley Rd,2,kitnet,1016000,9,3126,1,2,,,,-37.8291,145.0826
Southbank,114 Gladstone St,2,casa,815000,1.2,3006,1,0,,,,-37.8297,144.9499
Hawthorn,9/180 Riversdale Rd,2,kitnet,,4.6,3122,1,1,,,,-37.8298,145.0413
Burnley,60 Gibdon St,2,casa,1005000,3.5,3121,1,0,,,,-37.8301,145.0103
Hawthorn East,5/305 Riversdale Rd,2,kitnet,490000,7.5,3123,1,1,,,,-37.8301,145.0475
Cremorne,313/163 Cremorne St,1,kitnet,415000,2.5,3121,1,1,,,,-37.8301,144.9904
Hawthorn,1/27 Glen St,2,kitnet,645000,4.6,3122,1,1,,,,-37.8314,145.0353
Camberwell,6/68 Brinsley Rd,2,kitnet,558000,7.8,3124,1,1,,,,-37.8316,145068
Canterbury,4/69 Wattle Valley Rd,2,kitnet,913000,9,3126,1,1,,,,-37.83222,145.08157
Richmond,103/8 Howard St,1,kitnet,380000,2.6,3121,1,1,,,,-37.8331,144.9975
South Yarra,16/124 Caroline St,1,kitnet,450000,3.3,3141,1,0,,,,-37.8332,144.9901
South Melbourne,1/295 Clarendon St,2,kitnet,1360000,2.1,3205,1,2,,,,-37.8335,144.9611
South Yarra,3/4 Gordon Gr,1,kitnet,410000,3.3,3141,1,1,,,,-37.8337,144.9886
South Yarra,6/176 Walsh St,2,kitnet,680000,3.3,3141,1,1,,,,-37.8338,144.9858
Hawthorn,2/472 Glenferrie Rd,1,kitnet,382000,4.6,3122,1,1,,,,-37.8339,145.0335
South Melbourne,1107/50 Albert Rd,1,kitnet,,2.1,3205,1,0,,,,-37.8341,144.9713
South Melbourne,1107/50 Albert Rd,1,kitnet,320000,2.1,3205,1,0,,,,-37.8341,144.9713
South Melbourne,54b Napier St,2,kitnet,612000,2.1,3205,1,1,,,,-37.8346,144.9673
South Yarra,11/56 Darling St,1,kitnet,687000,3.3,3141,1,2,,,,-37.8352,144.9922
Camberwell,2/22 Seymour Gr,2,kitnet,810000,7.8,3124,1,1,,,,-37.8357,145.0595
South Yarra,1/35 Marne St,3,kitnet,1630000,3.3,3141,1,1,,,,-37.8359,144.9839
South Yarra,1/63 Millswyn St,2,kitnet,805000,3.3,3141,1,1,,,,-37.8359,144.9801
Camberwell,6/11 Seymour Gr,2,kitnet,530000,7.8,3124,1,1,,,,-37.8361,145.0599
South Yarra,7/44 Darling St,2,kitnet,630000,3.3,3141,1,1,,,,-37.8361,144.9921
South Yarra,5/49 Tivoli Rd,2,kitnet,,3.3,3141,1,1,,,,-37.83613,144.99661
South Yarra,18/34 Rockley Rd,1,kitnet,467500,3.3,3141,1,1,,,,-37.8363,145.0003
Toorak,1/53 Grange Rd,2,kitnet,838000,4.6,3142,1,1,,,,-37.8366,145.0114
South Yarra,6/432 Punt Rd,2,kitnet,450000,3.3,3141,1,1,,,,-37.8374,144.9871
South Yarra,21/33 Murphy St,2,kitnet,803000,3.3,3141,1,1,,,,-37.8374,144.9903
Hawthorn East,2/50 Leura Gr,2,kitnet,,7.5,3123,1,1,,,,-37.8378,145.0523
South Yarra,6/21 Kensington Rd,2,kitnet,551000,3.3,3141,1,0,,,,-37.8383,145.0011
South Yarra,9/10 Tivoli Rd,2,kitnet,475000,3.3,3141,1,0,,,,-37.8391,144.9984
Port Melbourne,205/88 Dow St,2,kitnet,730000,3.8,3207,1,1,,,,-37.83924,
