distrito,latitude,longitude,tipo_de_quarto,preco,numero_minimo_noites,numero_comentarios,numero_de_reservas,disponibilidade_anual
Brooklyn,40.68611,-73.99877,Entire home/apt,115,2,2,1,0
Manhattan,40.73818,-73.98671,Entire home/apt,250,1,0,1,0
Brooklyn,40.69269,-73.97977,Private room,179,2,6,1,0
Manhattan,40.81986,-73.94414,Entire home/apt,99,2,63,1,18
Brooklyn,40.61193,-73.96259,Private room,65,3,3,1,364
Manhattan,40.810829999999996,-73.95188,Private room,125,4,0,1,0
Brooklyn,40.71321,-73.95073000000001,Private room,75,25,3,2,161
Manhattan,40.77179,-73.95585,Entire home/apt,125,5,48,1,2
Manhattan,40.73261,-74.00713,Entire home/apt,295,2,7,1,365
Manhattan,40.72374,-73.97989,Entire home/apt,200,2,3,2,0
Manhattan,40.73393,-73.99306,Private room,200,3,9,1,0
Brooklyn,40.70033,-73.92635,Private room,60,2,1,1,0
Queens,40.70288,-73.81531,Private room,135,1,1,18,365
Queens,40.70319,-73.8141,Private room,135,1,2,18,365
Manhattan,40.75703,-73.99371,Private room,100,1,130,2,45
Brooklyn,40.67543,-73.98455,Entire home/apt,250,4,70,3,174
Queens,40.74923,-73.95031,Private room,125,2,21,1,128
Brooklyn,40.68639,-73.9202,Private room,38,2,15,1,0
Brooklyn,40.69427,-73.96848,Entire home/apt,220,2,57,1,77
Manhattan,40.77832,-73.95017,Private room,100,30,6,1,0
Brooklyn,40.670590000000004,-73.98621,Entire home/apt,150,2,2,2,0
Brooklyn,40.69466,-73.96703000000001,Private room,58,1,48,2,0
Manhattan,40.76234,-73.99036,Private room,160,2,30,1,162
Brooklyn,40.6832,-73.90639,Entire home/apt,130,2,7,3,0
Manhattan,40.77398,-73.9498,Entire home/apt,200,4,1,1,0
Bronx,40.856320000000004,-73.88631,Private room,35,3,7,2,357
Manhattan,40.8068,-73.93932,Private room,45,1,84,10,347
Brooklyn,40.66282,-73.95128000000001,Entire home/apt,235,2,76,2,121
Manhattan,40.78138,-73.98139,Private room,150,1,138,1,197
Brooklyn,40.692409999999995,-73.90545,Shared room,35,30,0,8,312
Brooklyn,40.688629999999996,-73.91887,Private room,40,2,23,1,8
Manhattan,40.761829999999996,-73.99181,Entire home/apt,525,1,21,4,292
Queens,40.736979999999996,-73.88064,Entire home/apt,85,2,1,1,0
Manhattan,40.76858,-73.9847,Entire home/apt,253,3,1,1,0
Manhattan,40.763000000000005,-73.96044,Entire home/apt,275,3,1,1,0
Manhattan,40.74772,-74.002,Private room,110,2,2,1,0
Brooklyn,40.657109999999996,-73.95747,Entire home/apt,73,31,1,1,32
Manhattan,40.806470000000004,-73.96576,Entire home/apt,573,3,1,2,0
Queens,40.77823,-73.91247,Private room,80,1,0,1,0
Manhattan,40.77398,-73.95109000000001,Entire home/apt,170,2,51,1,33
Queens,40.70626,-73.90930999999999,Entire home/apt,135,5,36,1,325
Manhattan,40.73765,-73.98454,Entire home/apt,1100,30,34,2,333
Manhattan,40.7895,-73.9441,Entire home/apt,120,5,20,1,341
Brooklyn,40.711529999999996,-73.96088,Entire home/apt,195,3,4,1,0
Staten Island,40.576409999999996,-74.12931,Entire home/apt,115,2,29,1,71
Brooklyn,40.68642,-73.95608,Private room,70,2,10,2,0
Manhattan,40.7368,-73.98307,Entire home/apt,766,30,13,2,352
Manhattan,40.81875,-73.94467,Entire home/apt,200,3,25,1,0
Brooklyn,40.67503,-74.01505,Entire home/apt,150,1,2,2,0
Manhattan,40.78642,-73.97652,Private room,125,5,38,1,54
Queens,40.70555,-73.91333,Entire home/apt,75,3,9,1,0
Brooklyn,40.68744,-73.94905,Entire home/apt,95,1,89,1,0
Manhattan,40.74624,-73.98648,Private room,140,2,76,4,148
Manhattan,40.80604,-73.94971,Entire home/apt,83,30,6,4,86
Manhattan,40.74465,-73.98535,Private room,135,2,84,4,103
Manhattan,40.74517,-73.98484,Private room,231,2,12,4,165
Brooklyn,40.697790000000005,-73.92282,Private room,95,1,1,1,89
Brooklyn,40.68701,-73.91436999999999,Entire home/apt,84,2,115,2,6
Queens,40.73007,-73.89766,Entire home/apt,89,3,27,2,143
Brooklyn,40.67954,-73.90788,Private room,55,1,40,3,146
Manhattan,40.76955,-73.95694,Entire home/apt,155,2,22,1,7
Bronx,40.8459,-73.91558,Private room,77,2,36,1,5
Brooklyn,40.72868,-73.95248000000001,Private room,52,2,68,1,9
Manhattan,40.84195,-73.9359,Entire home/apt,95,5,3,1,0
Manhattan,40.73295,-73.992,Entire home/apt,250,4,4,1,43
Brooklyn,40.706140000000005,-73.92756,Shared room,45,1,2,1,0
Manhattan,40.806740000000005,-73.95336999999999,Private room,75,1,60,2,182
Brooklyn,40.69523,-73.9191,Entire home/apt,100,3,3,1,0
Queens,40.736979999999996,-73.90256,Entire home/apt,100,1,94,1,154
Brooklyn,40.66977,-73.99021,Entire home/apt,130,1,10,2,46
Manhattan,40.76709,-73.96422,Entire home/apt,840,4,2,2,24
Manhattan,40.705709999999996,-74.01031,Private room,250,3,1,1,365
Manhattan,40.72244,-73.99461,Entire home/apt,250,1,9,1,0
Manhattan,40.71646,-74.01379,Entire home/apt,300,2,1,1,0
Manhattan,40.75031,-73.97776,Entire home/apt,100,7,26,1,2
Manhattan,40.72655,-74.00466,Entire home/apt,200,2,0,1,0
Brooklyn,40.64699,-74.01404000000001,Entire home/apt,120,2,54,1,90
Queens,40.73138,-73.72435,Private room,55,1,28,1,359
Manhattan,40.80421,-73.9502,Private room,160,3,10,4,236
Brooklyn,40.676829999999995,-73.95836,Private room,85,1,16,1,0
Brooklyn,40.727540000000005,-73.94396,Entire home/apt,100,20,2,1,24
Brooklyn,40.66529,-73.88325999999999,Entire home/apt,85,2,3,2,151
Queens,40.75602,-73.818,Private room,40,2,29,4,314
Brooklyn,40.63682,-73.94946999999999,Entire home/apt,150,1,6,1,44
Manhattan,40.81197,-73.93890999999999,Entire home/apt,230,2,2,1,0
Brooklyn,40.63258,-73.95924000000001,Private room,40,2,9,1,71
Manhattan,40.73213,-73.99956999999999,Entire home/apt,130,3,43,1,7
Queens,40.72807,-73.86872,Private room,50,1,15,4,0
Brooklyn,40.679,-73.97095999999999,Entire home/apt,75,14,1,1,0
Queens,40.700309999999995,-73.90828,Private room,43,1,76,2,119
Queens,40.7745,-73.90406,Private room,40,2,1,1,363
Queens,40.742670000000004,-73.8996,Entire home/apt,255,4,42,1,285
Brooklyn,40.652609999999996,-73.94485999999999,Private room,38,60,9,2,199
Manhattan,40.7303,-73.98340999999999,Private room,105,3,1,2,0
Brooklyn,40.68294,-73.93741999999999,Private room,130,2,20,1,64
Brooklyn,40.71386,-73.9634,Entire home/apt,350,7,29,1,284
Queens,40.67048,-73.77259000000001,Private room,35,1,65,3,52
Manhattan,40.72615,-73.98303,Private room,120,10,31,2,17
Queens,40.669340000000005,-73.77269,Private room,68,1,14,3,13
Manhattan,40.82096,-73.9531,Private room,55,2,1,1,0
Brooklyn,40.7005,-73.93826999999999,Private room,49,2,16,1,0
Brooklyn,40.69211,-73.9067,Shared room,0,30,2,6,333
Brooklyn,40.71528,-73.95365,Private room,55,2,135,1,30
Brooklyn,40.67433,-73.92824,Entire home/apt,298,3,24,1,265
Brooklyn,40.697309999999995,-73.90824,Shared room,29,30,2,6,324
Brooklyn,40.70177,-73.92313,Private room,50,2,0,2,0
Queens,40.76898,-73.91606999999999,Private room,40,1,2,1,0
Manhattan,40.71994,-73.98184,Private room,150,2,32,1,76
Queens,40.75323,-73.94025,Entire home/apt,298,4,72,2,187
Manhattan,40.76913,-73.986,Entire home/apt,175,4,0,2,0
Brooklyn,40.69407,-73.94153,Private room,60,7,0,2,49
Manhattan,40.778290000000005,-73.97984,Entire home/apt,250,7,1,1,0
Brooklyn,40.653,-73.95079,Private room,43,4,1,1,312
Brooklyn,40.685829999999996,-73.9587,Entire home/apt,265,4,16,1,144
Brooklyn,40.665079999999996,-73.95097,Private room,60,7,10,1,126
Brooklyn,40.714220000000005,-73.96046,Entire home/apt,400,1,2,1,0
Queens,40.76031,-73.91583,Private room,180,6,0,1,83
Brooklyn,40.68779,-73.97174,Entire home/apt,235,5,5,1,0
Brooklyn,40.660709999999995,-73.88858,Private room,52,2,3,1,89
Manhattan,40.77816,-73.97735,Entire home/apt,250,3,4,1,3
Queens,40.75097,-73.94119,Entire home/apt,130,3,2,1,0
Manhattan,40.7617,-73.98931,Private room,150,1,146,2,60
Queens,40.699329999999996,-73.81436,Private room,50,2,49,4,108
Brooklyn,40.64185,-73.91509,Entire home/apt,160,2,1,1,191
Brooklyn,40.705290000000005,-73.9331,Entire home/apt,300,1,1,2,347
Manhattan,40.79242,-73.94178000000001,Private room,70,4,23,1,80
Brooklyn,40.69166,-73.90928000000001,Shared room,0,30,5,6,139
Queens,40.6939,-73.73104000000001,Private room,130,2,0,2,0
Queens,40.69358,-73.73,Private room,120,2,0,2,0
Manhattan,40.76197,-73.98961,Entire home/apt,200,1,107,1,200
Brooklyn,40.7137,-73.94813,Private room,80,2,1,2,0
Manhattan,40.74071,-73.99977,Entire home/apt,170,30,0,87,307
Brooklyn,40.64162,-73.90915,Private room,80,3,1,4,364
Queens,40.6598,-73.73316,Entire home/apt,65,1,76,1,65
Brooklyn,40.67587,-73.96194,Private room,60,10,2,1,0
Brooklyn,40.63881,-73.93476,Entire home/apt,400,1,50,1,329
Manhattan,40.72853,-73.98472,Private room,100,2,55,2,25
Manhattan,40.720259999999996,-73.98468000000001,Shared room,68,1,5,2,0
Brooklyn,40.6654,-73.94864,Entire home/apt,120,1,49,1,276
Manhattan,40.76174,-73.98306,Private room,80,3,88,1,137
Manhattan,40.73905,-73.97353000000001,Private room,100,2,1,1,0
Brooklyn,40.641259999999996,-73.90953,Private room,80,3,1,4,364
Brooklyn,40.683679999999995,-73.93796,Entire home/apt,92,30,21,2,35
Brooklyn,40.68294,-73.93979,Entire home/apt,95,30,0,2,87
Brooklyn,40.68613,-73.94021,Entire home/apt,185,3,19,1,363
Brooklyn,40.71198,-73.95787,Entire home/apt,200,2,45,2,268
Manhattan,40.778690000000005,-73.97658,Entire home/apt,300,2,31,1,99
Manhattan,40.76168,-73.99061,Entire home/apt,99,30,12,12,251
Queens,40.70706,-73.90006,Private room,50,1,90,2,178
Queens,40.70258,-73.8151,Private room,135,1,0,18,365
Manhattan,40.76037,-73.99085,Entire home/apt,115,30,2,12,341
Queens,40.70333,-73.8138,Private room,135,1,0,18,365
Queens,40.70259,-73.81415,Private room,135,1,0,18,365
Queens,40.70262,-73.81526,Private room,135,1,1,18,365
Queens,40.7045,-73.81447,Private room,135,1,0,18,355
Queens,40.70458,-73.81418000000001,Private room,135,1,0,18,355
Queens,40.704229999999995,-73.8144,Private room,165,1,0,18,362
Queens,40.702690000000004,-73.81585,Private room,165,1,0,18,360
Queens,40.70426,-73.81509,Private room,165,1,0,18,362
Queens,40.70262,-73.81579,Private room,165,1,0,18,355
Queens,40.70475,-73.81572,Private room,165,1,2,18,355
Queens,40.70471,-73.81541999999999,Private room,135,1,3,18,319
Queens,40.70455,-73.81528,Private room,135,1,0,18,309
Queens,40.77803,-73.91084000000001,Private room,50,1,77,1,145
Brooklyn,40.575359999999996,-73.96523,Private room,40,31,1,1,342
Manhattan,40.73591,-73.98744,Entire home/apt,540,2,53,1,215
Manhattan,40.71818,-73.98921999999999,Private room,85,1,77,2,0
Brooklyn,40.68527,-73.95014,Entire home/apt,130,4,42,1,91
Manhattan,40.78456,-73.97933,Entire home/apt,150,4,2,2,0
Manhattan,40.723079999999996,-73.98111999999999,Private room,90,4,3,1,0
Manhattan,40.72535,-73.98244,Private room,121,3,51,3,0
Bronx,40.85579,-73.88512,Private room,29,3,9,2,322
Queens,40.76044,-73.94086999999999,Shared room,40,4,22,5,90
Manhattan,40.76068,-73.99143000000001,Private room,79,5,0,1,0
Queens,40.76661,-73.93502,Entire home/apt,115,1,21,1,0
Manhattan,40.72508,-73.98335,Entire home/apt,250,1,1,1,0
Bronx,40.87666,-73.90034,Entire home/apt,149,3,37,1,146
Brooklyn,40.712579999999996,-73.95742,Private room,50,2,10,1,0
Brooklyn,40.66952,-73.92345,Entire home/apt,85,1,1,2,99
Manhattan,40.75582,-73.97175,Private room,180,2,0,1,0
Brooklyn,40.65258,-73.96243,Entire home/apt,100,3,1,1,0
Brooklyn,40.686609999999995,-73.99096999999999,Entire home/apt,200,3,32,1,36
Manhattan,40.822959999999995,-73.94545,Entire home/apt,200,2,38,2,101
Brooklyn,40.69276,-73.98374,Private room,119,1,0,1,0
Queens,40.778240000000004,-73.91493,Entire home/apt,70,1,64,2,113
Queens,40.70516,-73.90496999999999,Private room,55,1,72,2,171
Queens,40.6969,-73.76114,Entire home/apt,250,2,25,1,204
Manhattan,40.74524,-73.97995,Private room,75,4,1,1,0
Queens,40.746520000000004,-73.82873000000001,Private room,40,3,3,1,66
Manhattan,40.85051,-73.93579,Private room,50,4,4,1,0
Queens,40.74807,-73.86511,Shared room,37,1,6,6,361
Brooklyn,40.716840000000005,-73.94366,Private room,90,2,5,3,310
Brooklyn,40.686240000000005,-73.9122,Entire home/apt,150,3,54,1,59
Brooklyn,40.71428,-73.95421,Entire home/apt,140,2,11,1,214
Queens,40.76024,-73.94228000000001,Shared room,48,2,21,5,90
Queens,40.72453,-73.8498,Entire home/apt,80,3,1,1,0
Manhattan,40.72817,-73.9958,Private room,125,3,7,3,63
Manhattan,40.713390000000004,-73.99115,Entire home/apt,188,3,6,1,364
Queens,40.75595,-73.93075,Private room,130,7,1,2,34
Manhattan,40.80891,-73.93798000000001,Entire home/apt,100,30,22,1,0
Brooklyn,40.666,-73.88858,Private room,75,2,0,1,88
Manhattan,40.75827,-73.99368,Entire home/apt,249,31,9,1,137
Brooklyn,40.717890000000004,-73.9579,Entire home/apt,345,1,75,3,243
Manhattan,40.72883,-74.00145,Private room,130,1,43,1,145
Manhattan,40.79639,-73.94771999999999,Private room,90,2,40,1,9
Manhattan,40.766020000000005,-73.98795,Private room,160,3,77,1,88
Manhattan,40.87312,-73.9179,Private room,85,1,0,1,317
Brooklyn,40.6785,-73.97542,Entire home/apt,125,4,1,1,0
Queens,40.70818,-73.91206,Private room,30,5,0,1,0
Brooklyn,40.70442,-73.92553000000001,Entire home/apt,200,2,2,1,0
Queens,40.76484,-73.81569,Private room,200,1,8,1,365
Brooklyn,40.69252,-73.99121,Private room,90,1,87,1,108
Manhattan,40.73305,-73.98574,Entire home/apt,148,4,10,1,0
Brooklyn,40.641909999999996,-74.02195999999999,Entire home/apt,99,4,79,2,137
Brooklyn,40.7176,-73.95926999999999,Entire home/apt,148,1,72,3,272
Manhattan,40.80049,-73.97159,Private room,89,10,0,1,0
Brooklyn,40.7186,-73.95810999999999,Entire home/apt,585,1,27,3,229
Queens,40.74377,-73.90482,Entire home/apt,120,1,161,1,287
Brooklyn,40.68809,-73.90641,Private room,36,1,8,3,0
Queens,40.7478,-73.88005,Private room,100,1,73,3,165
Brooklyn,40.693690000000004,-73.94214000000001,Private room,60,3,0,2,89
Manhattan,40.80832,-73.93755999999999,Entire home/apt,200,30,0,1,0
Brooklyn,40.71608,-73.94556999999999,Private room,200,5,23,3,42
Bronx,40.827059999999996,-73.91779,Private room,80,1,0,1,88
Brooklyn,40.716190000000005,-73.9441,Private room,90,4,3,3,0
Queens,40.77221,-73.82401,Private room,80,2,36,7,122
Queens,40.6868,-73.82896,Private room,83,2,16,2,42
Brooklyn,40.63605,-73.96096,Entire home/apt,71,2,14,1,0
Manhattan,40.72935,-73.98056,Entire home/apt,140,4,3,1,0
Brooklyn,40.69689,-73.99563,Entire home/apt,180,2,1,1,0
Brooklyn,40.71982,-73.95569,Entire home/apt,120,5,0,1,0
Brooklyn,40.71817,-73.94289,Private room,65,2,24,2,53
Brooklyn,40.684090000000005,-73.93826999999999,Entire home/apt,69,4,7,1,5
Manhattan,40.727059999999994,-74.00476,Entire home/apt,170,2,17,1,6
Brooklyn,40.71239,-73.95857,Private room,70,4,8,1,0
Brooklyn,40.72205,-73.94229,Private room,150,4,5,3,0
Queens,40.70601,-73.73737,Entire home/apt,67,3,93,1,134
Queens,40.66875,-73.78506,Entire home/apt,96,1,259,1,307
Manhattan,40.73684,-73.98058,Private room,57,3,75,1,242
Manhattan,40.7345,-73.99746999999999,Entire home/apt,395,2,0,1,0
Bronx,40.85456,-73.88521,Private room,29,4,5,2,360
Manhattan,40.78584,-73.97341999999999,Entire home/apt,350,5,31,1,166
Brooklyn,40.68533,-73.95085999999999,Entire home/apt,120,2,26,1,22
Brooklyn,40.66066,-73.94409,Private room,100,2,24,3,358
Brooklyn,40.67752,-73.91489,Entire home/apt,190,5,59,5,24
Brooklyn,40.68497,-73.97986,Entire home/apt,200,3,45,1,3
Brooklyn,40.65894,-73.94226,Private room,70,2,32,3,358
Bronx,40.82407,-73.8614,Private room,49,2,25,2,184
Brooklyn,40.65909,-73.94423,Private room,70,2,58,3,60
Brooklyn,40.6891,-73.95452,Private room,70,2,7,2,49
Manhattan,40.80641,-73.94114,Entire home/apt,237,3,45,1,89
Brooklyn,40.71561,-73.96307,Private room,129,1,66,2,84
Manhattan,40.802459999999996,-73.96741,Private room,72,3,1,1,0
Manhattan,40.76587,-73.98527,Private room,90,1,0,1,0
Brooklyn,40.68486,-73.98487,Entire home/apt,800,7,2,1,246
Brooklyn,40.66489,-73.99128,Entire home/apt,130,6,4,1,5
Brooklyn,40.68417,-73.92726,Entire home/apt,160,2,0,1,171
Manhattan,40.748709999999996,-73.9753,Entire home/apt,175,30,2,50,365
Staten Island,40.58508,-74.16162,Entire home/apt,58,1,87,1,0
Manhattan,40.777,-73.94861,Entire home/apt,115,3,38,1,0
Manhattan,40.7487,-73.97861999999999,Entire home/apt,300,3,0,3,294
Manhattan,40.74827,-73.97868000000001,Private room,577,2,1,3,293
Manhattan,40.73025,-73.99996,Private room,104,31,1,2,0
Manhattan,40.73666,-73.98544,Shared room,49,1,76,2,0
Queens,40.7167,-73.73473,Private room,35,3,8,1,38
Brooklyn,40.6812,-73.98186,Private room,85,3,2,1,0
Manhattan,40.761520000000004,-73.98959,Private room,91,1,32,3,181
Brooklyn,40.67178,-73.92362,Private room,80,1,108,2,0
Manhattan,40.76119,-73.9873,Entire home/apt,200,3,41,3,181
Brooklyn,40.67318,-73.92321,Private room,80,1,98,2,0
Brooklyn,40.68469,-73.94885,Entire home/apt,175,5,10,1,0
Queens,40.76048,-73.94068,Shared room,45,5,16,5,88
Manhattan,40.7094,-74.00145,Private room,96,4,4,1,0
Brooklyn,40.68466,-73.92523,Entire home/apt,180,4,31,1,339
Brooklyn,40.69216,-73.92933000000001,Entire home/apt,100,5,5,1,0
Brooklyn,40.67487,-73.95721,Entire home/apt,129,1,79,1,144
Queens,40.758070000000004,-73.90977,Private room,60,1,66,1,19
Manhattan,40.79027,-73.97241,Entire home/apt,135,2,0,1,0
Manhattan,40.71541,-73.99083,Private room,95,1,132,1,27
Queens,40.651109999999996,-73.73441,Private room,125,3,0,1,0
Queens,40.69943,-73.81444,Private room,48,1,49,4,255
Queens,40.77134,-73.92424,Entire home/apt,250,3,1,1,180
Manhattan,40.816309999999994,-73.94203,Private room,300,1,1,1,0
Brooklyn,40.67947,-73.94649,Private room,44,2,3,1,0
Brooklyn,40.69143,-73.91756,Private room,75,1,27,2,0
Brooklyn,40.63863,-74.01916,Entire home/apt,88,14,1,1,0
Brooklyn,40.66933,-73.99158,Entire home/apt,125,3,70,1,99
Manhattan,40.72022,-73.99604000000001,Entire home/apt,300,3,0,1,0
Queens,40.71285,-73.87626999999999,Entire home/apt,250,2,4,1,364
Brooklyn,40.68562,-73.93836,Private room,44,2,96,3,7
Manhattan,40.80989,-73.9549,Private room,174,1,111,5,244
Manhattan,40.773309999999995,-73.95328,Entire home/apt,199,3,1,1,17
Brooklyn,40.70579,-73.94277,Private room,128,1,1,1,144
Manhattan,40.81807,-73.95487,Private room,30,3,86,2,0
Brooklyn,40.719229999999996,-73.95515,Entire home/apt,150,2,3,1,0
Queens,40.74599,-73.89506999999999,Private room,65,1,133,1,7
Manhattan,40.844120000000004,-73.93968000000001,Private room,50,3,1,1,0
Bronx,40.8568,-73.9149,Entire home/apt,175,2,68,1,89
Manhattan,40.72025,-73.97833,Private room,86,6,5,4,0
Manhattan,40.71966,-73.99591,Private room,325,2,5,1,0
Manhattan,40.78098,-73.9467,Entire home/apt,95,2,58,1,0
Manhattan,40.827940000000005,-73.94163,Private room,50,4,3,3,0
Manhattan,40.71954,-73.98914,Entire home/apt,250,7,7,1,0
Brooklyn,40.67587,-73.9793,Entire home/apt,165,6,5,2,73
Manhattan,40.76877,-73.98371,Entire home/apt,150,5,1,1,0
Brooklyn,40.688990000000004,-73.94673,Entire home/apt,90,1,17,1,158
Manhattan,40.77455,-73.98881999999999,Private room,156,3,86,3,68
Queens,40.74726,-73.94304,Entire home/apt,110,20,2,1,0
Brooklyn,40.71318,-73.96038,Private room,70,1,8,1,0
Brooklyn,40.68742,-73.91628,Entire home/apt,154,3,26,3,341
Manhattan,40.80999,-73.95484,Private room,85,2,76,2,0
Brooklyn,40.708079999999995,-73.9205,Entire home/apt,299,2,8,2,0
Bronx,40.81728,-73.86343000000001,Private room,40,3,5,2,365
Manhattan,40.80839,-73.95269,Private room,85,2,78,2,0
Manhattan,40.78996,-73.94873,Entire home/apt,127,2,3,1,0
Bronx,40.87847,-73.90268,Private room,80,3,1,1,0
Manhattan,40.7266,-73.984,Entire home/apt,195,3,2,1,0
Manhattan,40.819559999999996,-73.95277,Shared room,25,3,61,2,7
Queens,40.70839,-73.89516,Private room,35,3,1,1,0
Manhattan,40.72617,-73.99218,Entire home/apt,250,2,2,2,0
Brooklyn,40.65851,-73.96151,Entire home/apt,120,3,2,1,0
Manhattan,40.777190000000004,-73.9511,Entire home/apt,139,2,45,1,14
Brooklyn,40.710229999999996,-73.95827,Private room,100,2,1,1,0
Queens,40.7434,-73.8839,Entire home/apt,90,5,0,2,0
Manhattan,40.77158,-73.98976,Private room,150,300,2,1,365
Manhattan,40.74785,-73.99664,Private room,82,1,97,5,309
Bronx,40.808890000000005,-73.92028,Entire home/apt,125,3,32,1,6
Manhattan,40.7447,-73.98255,Entire home/apt,350,2,1,1,0
Manhattan,40.75949,-73.9908,Private room,40,1,108,1,65
Brooklyn,40.68826,-73.90933000000001,Private room,80,1,34,3,207
Brooklyn,40.68551,-73.9216,Private room,40,18,1,2,0
Queens,40.746790000000004,-73.94547,Entire home/apt,85,2,14,1,0
Manhattan,40.761309999999995,-73.99361999999999,Entire home/apt,185,1,85,1,172
Manhattan,40.72436,-73.984,Entire home/apt,215,1,126,1,234
Queens,40.752390000000005,-73.89021,Private room,45,3,12,1,0
Brooklyn,40.67257,-73.95958,Entire home/apt,150,1,29,1,135
Queens,40.76818,-73.92613,Private room,65,1,114,1,319
Manhattan,40.721709999999995,-73.98307,Entire home/apt,190,4,68,1,41
Manhattan,40.78671,-73.94153,Private room,60,14,1,1,55
Manhattan,40.72269,-73.99101999999999,Entire home/apt,175,2,16,1,2
Brooklyn,40.67366,-73.96032,Shared room,60,2,13,1,0
Manhattan,40.72469,-73.99110999999999,Entire home/apt,250,3,1,1,0
Manhattan,40.76893,-73.99654,Entire home/apt,288,3,66,2,300
Brooklyn,40.688390000000005,-73.96018000000001,Entire home/apt,100,1,93,1,65
Manhattan,40.743140000000004,-73.99898,Private room,95,1,2,1,0
Brooklyn,40.68602,-73.94368,Private room,50,5,1,7,0
Manhattan,40.72251,-73.98129,Private room,200,2,9,1,0
Brooklyn,40.69119,-73.94225,Entire home/apt,110,2,39,2,130
Manhattan,40.784279999999995,-73.97665,Shared room,60,1,90,4,77
Manhattan,40.75873,-73.99041,Private room,143,3,18,4,365
Brooklyn,40.640159999999995,-73.96784,Entire home/apt,97,3,2,1,0
Manhattan,40.75092,-73.98409000000001,Entire home/apt,350,2,0,1,178
Manhattan,40.827940000000005,-73.95118000000001,Entire home/apt,150,2,69,1,69
