bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Box Hill,3/8 Ashted Rd,2,kitnet,636000.0,13.1,3128.0,1,1,151.0,82.0,1970.0,-37.8234,145.1235
Footscray,49 MacPherson St,2,casa,661000.0,6.4,3011.0,1,1,132.0,83.0,1970.0,-37.7946,144.8903
Brunswick,1/263 Albion St,2,kitnet,659500.0,5.2,3056.0,1,1,100.0,85.0,1970.0,-37.7601,144.9581
Camberwell,3/28 Stodart St,2,kitnet,683000.0,7.8,3124.0,1,1,146.0,86.0,1970.0,-37.8357,145.0697
Hughesdale,4/89 Kangaroo Rd,2,kitnet,623000.0,13.0,3166.0,1,1,101.0,90.0,1970.0,-37.8988,145.0781
Ormond,2/35 Leila Rd,2,kitnet,617500.0,11.8,3204.0,1,1,94.0,91.0,1970.0,-37.9011,145.0474
Reservoir,2/953 High St,2,casa,555000.0,11.2,3073.0,1,2,229.0,92.0,1970.0,-37.71,145.0082
Brighton,4/149 Church St,2,kitnet,892500.0,11.2,3186.0,1,2,232.0,92.0,1970.0,-37.9157,144.9973
Reservoir,1/35 George St,2,kitnet,491000.0,11.2,3073.0,1,1,168.0,93.0,1970.0,-37.7167,145.0001
Eaglemont,2/12 Ashby Gr,2,kitnet,600000.0,10.3,3084.0,1,1,112.0,95.0,1970.0,-37.7669,145.0521
Bentleigh,13 Horsley St,2,casa,910000.0,13.0,3204.0,1,2,274.0,96.0,1970.0,-37.9178,145.0413
Windsor,3/45 Williams Rd,2,kitnet,600000.0,5.1,3181.0,1,1,1452.0,96.0,1970.0,-37.8554,145.0018
Glen Iris,2/8 Lithgow St,2,kitnet,910000.0,9.2,3146.0,1,1,157.0,97.0,1970.0,-37.84987,145.07476
Reservoir,1/26 Chaleyer St,3,kitnet,470000.0,11.2,3073.0,1,2,159.0,97.0,1970.0,-37.7277,145.0248
Reservoir,1/73 Purinuan Rd,3,kitnet,400000.0,11.2,3073.0,1,1,172.0,97.0,1970.0,-37.7092,145.0274
Yarraville,29 Wilson St,3,casa,935000.0,7.0,3013.0,1,0,198.0,98.0,1970.0,-37.81283,144.88467
Watsonia,28 Papua St,2,casa,701000.0,14.9,3087.0,1,2,762.0,98.0,1970.0,-37.7112,145.0861
Malvern East,1/29 Grant St,2,kitnet,1211000.0,11.2,3145.0,1,1,259.0,99.0,1970.0,-37.87179,145.04543
Yarraville,46 Kingston St,3,casa,900500.0,7.0,3013.0,1,1,208.0,100.0,1970.0,-37.8145,144.8804
Brighton East,2/33 Cluden St,2,kitnet,903000.0,10.7,3187.0,1,1,171.0,101.0,1970.0,-37.9125,145.0114
Surrey Hills,3/5 Florence Rd,3,apartamento,865000.0,11.2,3127.0,1,1,217.0,101.0,1970.0,-37.8275,145.1032
Glenroy,1 Meadowbank St,3,casa,780000.0,13.0,3046.0,1,2,742.0,101.0,1970.0,-37.70198,144.92044
Reservoir,42 Oconnor St,2,casa,610000.0,11.2,3073.0,1,2,383.0,103.0,1970.0,-37.7103,145.0037
Hadfield,29 Sutherland St,3,casa,685500.0,12.1,3046.0,1,2,724.0,103.0,1970.0,-37.7076,144.9481
Reservoir,31 Rathcown Rd,3,casa,682000.0,11.2,3073.0,1,1,750.0,103.0,1970.0,-37.7107,145.0317
Oakleigh,1/1438 Dandenong Rd,3,kitnet,655000.0,14.0,3166.0,1,2,160.0,104.0,1970.0,-37.91002,145.0928
Keilor East,121 Sterling Dr,3,casa,650000.0,12.8,3033.0,1,1,538.0,104.0,1970.0,-37.7441,144.8503
Doncaster,1/10 Madeleine St,4,kitnet,753000.0,13.9,3108.0,1,1,241.0,105.0,1970.0,-37.7743,145.1093
Coburg North,45 Shorts Rd,3,casa,720000.0,9.2,3058.0,1,2,499.0,105.0,1970.0,-37.7236,144.9576
Sunshine,104 Wright St,3,casa,570000.0,12.6,3020.0,1,2,535.0,105.0,1970.0,-37.7956,144.8292
Glenroy,1/1 Danae St,3,apartamento,460000.0,13.0,3046.0,1,1,325.0,106.0,1970.0,-37.7001,144.9291
Hadfield,9 South St,3,casa,646000.0,12.1,3046.0,1,2,574.0,106.0,1970.0,-37.7157,144.9507
Hampton East,4 Besant St,3,casa,1070000.0,14.5,3188.0,1,3,583.0,106.0,1970.0,-37.9428,145.0296
Sunshine North,119 Warwick Rd,2,casa,560000.0,13.3,3020.0,1,1,615.0,106.0,1970.0,-37.7683,144.8316
Williamstown,98 Osborne St,3,casa,1460000.0,8.0,3016.0,1,2,373.0,107.0,1970.0,-37.8661,144.8973
Pascoe Vale,2a Kent Rd,3,casa,616000.0,9.9,3044.0,1,1,190.0,108.0,1970.0,-37.7211,144.9508
Malvern East,3/6 Peverill St,2,kitnet,790000.0,11.2,3145.0,1,2,196.0,109.0,1970.0,-37.8796,145.0876
Altona North,269 Blackshaws Rd,3,casa,916000.0,11.1,3025.0,1,2,606.0,109.0,1970.0,-37.83259,144.85943999999995
Sunshine West,57 Warmington Rd,3,casa,500000.0,13.5,3020.0,1,2,627.0,109.0,1970.0,-37.8023,144.8227
Surrey Hills,15/20 Florence Rd,3,kitnet,880000.0,11.2,3127.0,1,2,217.0,110.0,1970.0,-37.8287,145.1014
Glen Huntly,1/205 Grange Rd,2,kitnet,640000.0,10.4,3163.0,1,1,1784.0,110.0,1970.0,-37.8966,145.0453
Fawkner,1/12 Brooks St,3,apartamento,460000.0,12.4,3060.0,1,1,314.0,112.0,1970.0,-37.7066,144.9733
Hadfield,8 Sherwood St,3,casa,630000.0,12.1,3046.0,1,1,604.0,112.0,1970.0,-37.7124,144.9514
Sunshine West,1/40 Warmington Rd,3,casa,305000.0,13.5,3020.0,1,2,367.0,114.0,1970.0,-37.8018,144.8246
Fawkner,13 McDougall St,2,casa,619000.0,12.4,3060.0,1,2,640.0,114.0,1970.0,-37.7038,144.9638
Sunshine West,147 Hilma St,3,casa,560000.0,13.5,3020.0,1,3,582.0,115.0,1970.0,-37.7906,144.7929
Doncaster,19 Hanke Rd,3,casa,1450000.0,13.9,3108.0,1,1,638.0,115.0,1970.0,-37.7912,145.1248
Reservoir,18 Zinnia St,3,casa,595000.0,11.2,3073.0,1,1,490.0,116.0,1970.0,-37.71198,145.00319
Coburg,4 Miller St,3,casa,1000000.0,7.8,3058.0,1,1,431.0,117.0,1970.0,-37.75,144.9695
Avondale Heights,8 Norma Ct,3,casa,850000.0,10.5,3034.0,1,1,593.0,118.0,1970.0,-37.7677,144.8674
Sunshine West,27 Warmington Rd,3,casa,530000.0,13.5,3020.0,1,1,573.0,119.0,1970.0,-37.79615,144.79681000000005
Doncaster,15 Glenda St,3,casa,1300000.0,13.9,3108.0,1,2,651.0,119.0,1970.0,-37.7827,145.1051
Kingsbury,101 The Fairway,4,casa,610000.0,12.4,3083.0,1,1,465.0,120.0,1970.0,-37.7126,145.03
Keilor East,94 Sterling Dr,3,casa,570000.0,12.8,3033.0,1,2,542.0,120.0,1970.0,-37.7408,144.8553
Avondale Heights,68 Thompson St,3,casa,680000.0,10.5,3034.0,1,2,570.0,120.0,1970.0,-37.7591,144.8542
Bentleigh East,26 Almurta Rd,3,casa,1200000.0,13.9,3165.0,1,1,721.0,120.0,1970.0,-37.9244,145.0665
Reservoir,115 Cheddar Rd,2,casa,836000.0,11.2,3073.0,1,1,931.0,121.0,1970.0,-37.7033,145.0169
Doncaster,5 Boyd St,3,casa,1403000.0,13.9,3108.0,1,4,727.0,123.0,1970.0,-37.7942,145.1218
Watsonia,4 French Ct,3,casa,660000.0,14.9,3087.0,1,0,583.0,124.0,1970.0,-37.7137,145.0778
Keilor East,23 Prospect Dr,3,casa,600000.0,12.8,3033.0,1,1,565.0,125.0,1970.0,-37.7498,144.8585
Keilor East,21 Woorite Pl,3,casa,900000.0,12.8,3033.0,1,1,713.0,127.0,1970.0,-37.7301,144.8671
Maidstone,27 Dunedin St,3,casa,715000.0,9.2,3012.0,1,1,576.0,128.0,1970.0,-37.7808,144.8678
Oakleigh South,9 Emerald St,3,casa,921000.0,14.7,3167.0,1,2,535.0,129.0,1970.0,-37.9377,145.0856
Watsonia,5 Sarong St,3,casa,600000.0,14.9,3087.0,1,1,605.0,129.0,1970.0,-37.7166,145.0837
Sunshine West,8a Glengala Rd,3,casa,622500.0,13.5,3020.0,1,1,534.0,131.0,1970.0,-37.7887,144.8231
Pascoe Vale,115 Derby St,4,casa,800000.0,9.9,3044.0,1,1,593.0,131.0,1970.0,-37.71817,144.93566
Altona North,23 Rymill Ct,3,casa,910000.0,11.1,3025.0,1,3,535.0,132.0,1970.0,-37.83217,144.83987
Hadfield,27 Middle St,3,casa,730000.0,12.1,3046.0,1,2,570.0,134.0,1970.0,-37.7106,144.9491
Essendon,2/7 Graves St,3,kitnet,872000.0,8.0,3040.0,1,1,862.0,135.0,1970.0,-37.7399,144.8964
Maidstone,14 Howard St,4,casa,773000.0,9.2,3012.0,1,2,333.0,137.0,1970.0,-37.7893,144.8818
Keilor Park,47 Victory St,3,casa,722000.0,14.5,3042.0,1,1,695.0,141.0,1970.0,-37.7259,144.8579
Brighton,21 Wolseley Gr,4,casa,2405000.0,11.2,3186.0,1,2,695.0,142.0,1970.0,-37.9262,144.9969
Avondale Heights,97 Military Rd,3,casa,627500.0,10.5,3034.0,1,1,550.0,143.0,1970.0,-37.7632,144.8622
Bentleigh East,11 Melball St,3,casa,1266000.0,13.9,3165.0,1,3,676.0,146.0,1970.0,-37.9307,145.0531
Sunshine West,64 Links St,4,casa,510000.0,13.5,3020.0,1,1,672.0,151.0,1970.0,-37.7871,144.8083
Pascoe Vale,27 Sefton St,3,casa,975000.0,9.9,3044.0,1,3,686.0,151.0,1970.0,-37.7231,144.9252
Reservoir,24 Ludeman Ct,4,casa,730000.0,11.2,3073.0,1,2,770.0,152.0,1970.0,-37.6981,144.9989
Rosanna,70 McCrae Rd,3,casa,780000.0,11.4,3084.0,1,2,627.0,154.0,1970.0,-37.7367,145.0797
Reservoir,81 Barton St,3,casa,784000.0,11.2,3073.0,1,2,602.0,162.0,1970.0,-37.7115,145.0009
Bentleigh East,14 Florence St,3,casa,977000.0,13.9,3165.0,1,2,543.0,163.0,1970.0,-37.9242,145.0705
Moorabbin,163 Rowans Rd,3,casa,836000.0,14.6,3189.0,1,4,695.0,165.0,1970.0,-37.9364,145.0559
Northcote,78 Bridge St,4,casa,1650000.0,5.5,3070.0,1,1,382.0,168.0,1970.0,-37.7784,144.9959
Coburg,203 Munro St,4,casa,1400000.0,7.8,3058.0,1,1,856.0,189.0,1970.0,-37.7432,144.9481
Fawkner,106 William St,3,casa,620000.0,12.4,3060.0,1,2,604.0,190.0,1970.0,-37.6978,144.9686
Bentleigh East,88 MacKie Rd,4,casa,1370000.0,13.9,3165.0,1,2,684.0,196.0,1970.0,-37.9147,145.0751
Keilor East,26 Norwood Dr,3,casa,705000.0,12.8,3033.0,1,2,616.0,201.0,1970.0,-37.7449,144.8533
Jacana,81 Johnstone St,3,casa,485000.0,14.5,3047.0,1,2,630.0,105.23,1970.0,-37.70712,144.89427
Bentleigh East,2/16 Argyle St,2,kitnet,535000.0,13.9,3165.0,1,1,1026.0,68.11,1970.0,-37.91101,145.07111
Braybrook,14 Rose St,3,casa,565000.0,10.8,3019.0,2,1,566.0,78.0,1970.0,-37.7844,144.8523
Williamstown,17 Yarra St,3,casa,1470000.0,8.0,3016.0,2,1,364.0,93.0,1970.0,-37.8513,144.8961
Watsonia,57 Frensham Rd,3,casa,581000.0,14.9,3087.0,2,2,567.0,100.0,1970.0,-37.7148,145.0851
Avondale Heights,10 Skewes St,3,casa,805000.0,10.5,3034.0,2,2,593.0,103.0,1970.0,-37.7607,144.8581
Bentleigh East,24 Barrani St,3,casa,1215000.0,13.9,3165.0,2,3,730.0,110.0,1970.0,-37.9119,145.0705
Alphington,10 Bennett St,4,casa,1830000.0,6.4,3078.0,2,2,606.0,112.0,1970.0,-37.7743,145.0316
Newport,139 Blackshaws Rd,4,casa,956000.0,8.4,3015.0,2,4,540.0,113.0,1970.0,-37.84581,144.89025
Malvern East,48 The Boulevard,3,casa,960000.0,11.2,3145.0,2,1,310.0,114.0,1970.0,-37.8733,145.0883
Hampton,4/308 Hampton St,2,kitnet,875500.0,13.7,3188.0,2,1,225.0,118.0,1970.0,-37.9442,145.0018
Moonee Ponds,4/208 Maribyrnong Rd,2,apartamento,800000.0,6.9,3039.0,2,2,239.0,120.0,1970.0,-37.7708,144.9093
Hampton,7 Austin Rd,3,casa,1050000.0,13.7,3188.0,2,2,357.0,120.0,1970.0,-37.9449,145.0144
Keilor East,8 Alwyn Ct,3,casa,715000.0,12.8,3033.0,2,4,598.0,123.0,1970.0,-37.7487,144.8526
Surrey Hills,2/33 Chestnut St,3,apartamento,1110000.0,11.2,3127.0,2,2,401.0,129.0,1970.0,-37.8332,145.1105
Keilor East,83 Milleara Rd,3,casa,875000.0,12.8,3033.0,2,2,928.0,130.0,1970.0,-37.7362,144.8643
Viewbank,37 Eamon Dr,3,casa,770000.0,13.8,3084.0,2,2,577.0,135.0,1970.0,-37.7376,145.0895
Reservoir,4 Hickford St,3,casa,655000.0,11.2,3073.0,2,2,456.0,137.0,1970.0,-37.7061,145.0308
Yallambie,340 Yallambie Rd,3,casa,602500.0,15.0,3085.0,2,2,586.0,140.0,1970.0,-37.7279,145.1017
Bulleen,22 Russell St,3,casa,1100000.0,11.8,3105.0,2,3,709.0,143.0,1970.0,-37.76122,145.09679
Oakleigh,53 William St,3,casa,1050000.0,14.0,3166.0,2,2,544.0,146.0,1970.0,-37.9055,145.1024
Keilor East,86 Prospect Dr,3,casa,690000.0,12.8,3033.0,2,2,568.0,148.0,1970.0,-37.7469,144.8526
Albion,2/32 Forrest St,3,kitnet,560000.0,13.9,3020.0,2,7,420.0,150.0,1970.0,-37.7848,144.8231
Ashwood,95 Huntingdale Rd,4,casa,1100000.0,12.2,3147.0,2,2,803.0,152.0,1970.0,-37.8621,145.1126
Kingsbury,93 The Fairway,3,casa,607500.0,12.4,3083.0,2,1,468.0,153.0,1970.0,-37.7125,145.0306
Fawkner,101 Denys St,3,casa,681000.0,12.4,3060.0,2,4,587.0,153.0,1970.0,-37.6996,144.9605
Ormond,245 Grange Rd,4,casa,1500000.0,11.8,3204.0,2,2,862.0,153.0,1970.0,-37.8993,145.0447
Templestowe Lower,16 Clauscen St,4,casa,1280000.0,13.8,3107.0,2,2,681.0,158.0,1970.0,-37.7646,145.1167
Bulleen,206 Manningham Rd,4,casa,1225000.0,11.8,3105.0,2,2,723.0,159.0,1970.0,-37.7724,145.1033
Hadfield,148 West St,4,casa,600500.0,12.1,3046.0,2,1,462.0,161.0,1970.0,-37.7062,144.9387
Oakleigh South,7 Robyn Ct,4,casa,801347.0,14.7,3167.0,2,1,567.0,164.0,1970.0,-37.9361,145.0816
Viewbank,81 Martins La,3,casa,880000.0,13.8,3084.0,2,4,704.0,167.0,1970.0,-37.7327,145.0913
Bentleigh,81 Fromer St,4,casa,1430000.0,13.0,3204.0,2,2,611.0,168.0,1970.0,-37.9289,145.0481
Oakleigh South,22 Pitt St,3,casa,1068000.0,14.7,3167.0,2,2,609.0,172.0,1970.0,-37.9213,145.0854
Keilor East,54 Norwood Dr,4,casa,770000.0,12.8,3033.0,2,2,546.0,174.0,1970.0,-37.7428,144.8536
Bentleigh East,87 Parkmore Rd,4,casa,1415000.0,13.9,3165.0,2,2,604.0,177.0,1970.0,-37.9153,145.0707
Templestowe Lower,360 Thompsons Rd,4,casa,790000.0,13.8,3107.0,2,5,671.0,180.0,1970.0,-37.7631,145.1108
Glenroy,139 John St,3,casa,765500.0,13.0,3046.0,2,2,780.0,180.0,1970.0,-37.6955,144.9389
Oakleigh South,1172 North Rd,6,casa,1900000.0,14.7,3167.0,2,6,1200.0,181.0,1970.0,-37.9099,145.0875
Burwood,6 Alimar Ct,4,casa,1410000.0,11.7,3125.0,2,3,739.0,182.0,1970.0,-37.8552,145.1292
Doncaster,4 Ella Ct,4,casa,1300000.0,13.9,3108.0,2,2,872.0,185.0,1970.0,-37.7906,145.11377
Glenroy,44 Morley St,4,casa,825000.0,13.0,3046.0,2,4,768.0,194.0,1970.0,-37.6979,144.9377
Templestowe Lower,5 MacRobertson St,4,casa,1118000.0,13.8,3107.0,2,2,705.0,195.0,1970.0,-37.7595,145.1176
Doncaster,24 Outlook Dr,3,casa,1250000.0,13.9,3108.0,2,2,900.0,195.0,1970.0,-37.7902,145.1344
Ashwood,4 Newbury Ct,3,casa,1200000.0,12.2,3147.0,2,2,839.0,198.0,1970.0,-37.8614,145.1098
Templestowe Lower,135 MacEdon Rd,4,casa,1100000.0,13.8,3107.0,2,4,654.0,199.0,1970.0,-37.7639,145.1145
Carnegie,6 Longstaff St,4,casa,1501000.0,11.4,3163.0,2,1,598.0,201.0,1970.0,-37.9037,145.0588
Brighton,30 Barkly St,3,casa,2100000.0,11.2,3186.0,2,2,463.0,209.0,1970.0,-37.9082,144.9968
Bulleen,71 Summit Dr,4,casa,1000000.0,11.8,3105.0,2,3,672.0,212.0,1970.0,-37.7689,145.0895
Richmond,176 Buckingham St,4,casa,1645000.0,2.6,3121.0,2,1,249.0,214.0,1970.0,-37.8147,145.0084
Sunshine West,111 Hall St,4,casa,645000.0,13.5,3020.0,2,3,616.0,215.0,1970.0,-37.7904,144.7999
Fawkner,21 Penn Ct,4,casa,750000.0,12.4,3060.0,2,1,613.0,219.0,1970.0,-37.7034,144.9666
Brighton East,3 Carrington Gr,5,casa,1915000.0,10.7,3187.0,2,0,645.0,238.0,1970.0,-37.9175,145.0116
Doncaster,7 Botanic Dr,4,casa,1810000.0,13.9,3108.0,2,4,769.0,240.0,1970.0,-37.7781,145.1337
Bentleigh,33 Luckins Rd,3,casa,1328000.0,13.0,3204.0,2,2,690.0,245.0,1970.0,-37.9317,145.0469
Carnegie,22 Neville St,4,casa,1880000.0,11.4,3163.0,2,3,932.0,270.0,1970.0,-37.8975,145.0478
Surrey Hills,3 Olyve Ct,4,casa,1850000.0,11.2,3127.0,2,2,612.0,292.0,1970.0,-37.8345,145.1009
Essendon West,6 Sapphire St,7,casa,1300000.0,9.8,3040.0,2,2,614.0,316.0,1970.0,-37.75,144.8858
Keilor Park,44 Erebus St,4,apartamento,746000.0,14.5,3042.0,3,1,308.0,174.0,1970.0,-37.7231,144.8602
Balwyn North,16 Ventnor St,4,casa,1725000.0,9.2,3104.0,3,2,627.0,213.0,1970.0,-37.78266,145.09445
Reservoir,19 Tovey St,4,casa,770000.0,11.2,3073.0,3,3,697.0,213.0,1970.0,-37.70845,145.02096
Brighton East,25 Robinson St,4,casa,2150000.0,10.7,3187.0,3,2,614.0,225.0,1970.0,-37.9186,145.0175
Balwyn North,28 Walnut Rd,4,casa,1950000.0,9.2,3104.0,3,2,665.0,232.0,1970.0,-37.7889,145.0904
Doncaster,378 Manningham Rd,4,casa,1401000.0,13.9,3108.0,3,2,650.0,261.0,1970.0,-37.7785,145.1212
Glenroy,2 Ila St,4,casa,1050000.0,13.0,3046.0,3,2,715.0,271.0,1970.0,-37.70904,144.93546
Balwyn North,3 Clive Ct,4,casa,2130000.0,9.2,3104.0,3,2,1274.0,275.0,1970.0,-37.7822,145.0907
Avondale Heights,3 Clive Ct,4,casa,950000.0,10.5,3034.0,3,3,761.0,281.0,1970.0,-37.7524,144.8714
Doncaster,7 Reddan Ct,4,casa,1460800.0,13.9,3108.0,3,2,654.0,305.0,1970.0,-37.7856,145.1088
Brighton East,7 Tuxen Ct,5,casa,2050000.0,10.7,3187.0,3,3,669.0,309.0,1970.0,-37.9289,145.0284
North Melbourne,14/7 Curran St,2,kitnet,550055.0,2.3,3051.0,1,2,1004.0,65.0,1971.0,-37.7926,144.9441
Sunshine West,14 Killeen St,3,casa,470000.0,13.5,3020.0,1,1,591.0,103.0,1971.0,-37.7987,144.8196
Heidelberg,5/68 Brown St,2,kitnet,546500.0,10.6,3084.0,1,1,132.0,69.0,1972.0,-37.7519,145.0687
Heidelberg,3/43 Rosanna Rd,2,kitnet,540000.0,10.6,3084.0,1,2,153.0,97.0,1972.0,-37.7538,145.0695
Templestowe Lower,41 Dellfield Dr,4,casa,1165000.0,13.8,3107.0,2,4,673.0,170.0,1972.0,-37.7647,145.1246
Heidelberg Heights,8 Leonard St,5,casa,890000.0,10.5,3081.0,2,2,596.0,172.0,1972.0,-37.7487,145.0522
Brighton East,13 Hornby St,4,casa,2840000.0,10.7,3187.0,2,2,999.0,274.0,1972.0,-37.9135,145.0189
Heidelberg,4/51 Yarra St,2,apartamento,705000.0,10.6,3084.0,1,1,182.0,110.0,1973.0,-37.7587,145.0657
Templestowe Lower,157 Swanston St,4,casa,990000.0,13.8,3107.0,2,2,652.0,189.0,1973.0,-37.7573,145.0994
Moorabbin,2 Margaret St,4,casa,1300000.0,14.6,3189.0,3,2,743.0,171.0,1973.0,-37.9362,145.0442
Pascoe Vale,2 Donnelly Ct,3,casa,738000.0,9.9,3044.0,1,1,821.0,106.0,1974.0,-37.7153,144.9418
Balwyn North,9 Seattle St,4,casa,1675000.0,9.2,3104.0,2,2,667.0,201.0,1974.0,-37.7835,145.0883
Fitzroy,8/98 George St,1,kitnet,420000.0,1.6,3065.0,1,1,782.0,42.0,1975.0,-37.8055,144.9809
Footscray,4/11 Nicholson St,1,kitnet,282000.0,6.4,3011.0,1,1,1783.0,42.0,1975.0,-37.7949,144.9007
Albion,10/117 Anderson Rd,1,kitnet,185000.0,13.9,3020.0,1,1,2347.0,43.0,1975.0,-37.7852,144.8272
Thornbury,1/219 Raleigh St,1,kitnet,332000.0,6.5,3071.0,1,1,612.0,48.0,1975.0,-37.7603,145.0165
North Melbourne,21/70 Oshanassy St,2,kitnet,560000.0,2.3,3051.0,1,1,2300.0,68.0,1975.0,-37.7997,144.9472
Thornbury,1/13 Mansfield St,2,kitnet,525500.0,6.5,3071.0,1,1,724.0,72.0,1975.0,-37.7564,145.0026
Pascoe Vale,2/60 Bolingbroke St,2,kitnet,485000.0,9.9,3044.0,1,1,139.0,74.0,1975.0,-37.7315,144.9301
Northcote,2/19 Glanfield St,2,kitnet,665000.0,5.5,3070.0,1,1,120.0,76.0,1975.0,-37.7715,145.0075
Reservoir,6/5 Seaver Gr,2,kitnet,340000.0,11.2,3073.0,1,1,151.0,80.0,1975.0,-37.7126,144.99
Coburg,4/34 Gladstone St,2,kitnet,650000.0,7.8,3058.0,1,1,136.0,81.0,1975.0,-37.7449,144.97539
South Kingsville,1/72 Paxton St,2,kitnet,506000.0,9.1,3015.0,1,1,126.0,83.0,1975.0,-37.8315,144.8693
Malvern East,3/2 Kardella St,3,kitnet,707500.0,11.2,3145.0,1,1,170.0,83.0,1975.0,-37.8689,145.0504
Balwyn North,3/1 Corhampton Rd,2,casa,685000.0,9.2,3104.0,1,1,177.0,85.0,1975.0,-37.7935,145.0679
Hampton,1/30 Grenville St,2,kitnet,895000.0,13.7,3188.0,1,1,228.0,87.0,1975.0,-37.9355,145.0008
Hughesdale,5/7 Warrigal Rd,2,kitnet,400000.0,13.0,3166.0,1,1,100.0,88.0,1975.0,-37.8945,145.0876
Murrumbeena,4/16 Rosella St,2,kitnet,680000.0,12.1,3163.0,1,2,275.0,94.0,1975.0,-37.8936,145.0725
Airport West,174 Parer Rd,2,casa,675000.0,13.5,3042.0,1,1,612.0,100.0,1975.0,-37.7187,144.8765
Murrumbeena,3/19 Howe St,3,kitnet,835000.0,12.1,3163.0,1,1,181.0,104.0,1975.0,-37.8966,145.0737
Templestowe Lower,2/27 Ruffey St,3,kitnet,725000.0,13.8,3107.0,1,1,465.0,105.0,1975.0,-37.7549,145.1185
Sunshine West,1 Emslie St,3,casa,555000.0,13.5,3020.0,1,1,836.0,106.0,1975.0,-37.8003,144.8097
Ivanhoe,30 Oriel Rd,3,casa,1220000.0,7.9,3079.0,1,1,687.0,110.0,1975.0,-37.7634,145.0361
Sunshine North,5 Braim St,3,casa,700000.0,13.3,3020.0,1,2,538.0,111.0,1975.0,-37.7704,144.8384
Airport West,10 Hilbert Rd,3,casa,685000.0,13.5,3042.0,1,1,579.0,113.0,1975.0,-37.7226,144.8733
Kealba,3 Stenson Rd,3,casa,515000.0,15.0,3021.0,1,4,597.0,114.0,1975.0,-37.7392,144.8241
Northcote,1/13 Kellett St,2,kitnet,770000.0,5.5,3070.0,1,1,129.0,115.0,1975.0,-37.7668,145.0063
Burwood,1/10 McComas Gr,2,kitnet,650000.0,11.7,3125.0,1,1,194.0,120.0,1975.0,-37.8509,145.1119
Templestowe Lower,23 Hotham St,3,casa,650000.0,13.8,3107.0,1,2,327.0,120.0,1975.0,-37.7709,145.1104
Airport West,3 Deidre Ct,3,casa,895000.0,13.5,3042.0,1,6,1063.0,133.0,1975.0,-37.7249,144.8728
Brighton,4/78 Dendy St,3,casa,1390000.0,11.2,3186.0,1,2,340.0,137.0,1975.0,-37.9205,145.0007
Viewbank,17 Lena St,3,casa,765000.0,13.8,3084.0,1,2,608.0,138.0,1975.0,-37.7396,145.0885
Doncaster,33 Thiele St,4,casa,1396000.0,13.9,3108.0,1,2,658.0,138.0,1975.0,-37.7827,145.1358
Reservoir,57 Barry St,3,casa,800000.0,11.2,3073.0,1,5,4679.0,170.0,1975.0,-37.7093,145.0012
Bulleen,14 Collins St,3,casa,990000.0,11.8,3105.0,1,2,602.0,175.0,1975.0,-37.7674,145.0988
Heidelberg Heights,13 Altona St,4,casa,856000.0,10.5,3081.0,1,2,722.0,208.0,1975.0,-37.7477,145.0565
Hawthorn East,1/1 Clifton Rd,3,kitnet,935000.0,7.5,3123.0,2,1,144.0,107.0,1975.0,-37.8435,145.0497
Murrumbeena,1d Bute St,3,kitnet,975000.0,12.1,3163.0,2,1,277.0,109.0,1975.0,-37.8936,145.0709
Viewbank,19 Lena St,3,casa,920000.0,13.8,3084.0,2,2,834.0,143.0,1975.0,-37.7396,145.0884
Glenroy,29 Moonee Bvd,3,casa,570000.0,13.0,3046.0,2,2,585.0,146.0,1975.0,-37.6977,144.9071
Airport West,85 Roberts Rd,4,casa,900000.0,13.5,3042.0,2,3,628.0,146.0,1975.0,-37.7256,144.8739
Templestowe Lower,78 Olympus Dr,4,casa,1182500.0,13.8,3107.0,2,2,650.0,150.0,1975.0,-37.7764,145.1216
Sunshine West,66 Nicholson Pde,3,casa,615000.0,13.5,3020.0,2,6,667.0,152.0,1975.0,-37.7969,144.8086
Hughesdale,1/3 Euston Rd,3,apartamento,900000.0,13.0,3166.0,2,1,360.0,154.0,1975.0,-37.8937,145.0779
Yallambie,267 Yallambie Rd,3,casa,753000.0,15.0,3085.0,2,1,536.0,154.0,1975.0,-37.7233,145.1045
Doncaster,28 Dunoon St,4,casa,1468000.0,13.9,3108.0,2,2,806.0,170.0,1975.0,-37.7939,145.1392
Yallambie,70 Tarcoola Dr,3,casa,810000.0,15.0,3085.0,2,2,568.0,173.0,1975.0,-37.7216,145.1066
Sunshine West,4 Apollo Pl,4,casa,657000.0,13.5,3020.0,2,4,651.0,178.0,1975.0,-37.7914,144.7918
Glen Iris,24 Brandon St,3,casa,1931000.0,9.2,3146.0,2,2,648.0,193.0,1975.0,-37.8547,145.0771
Sunshine West,22 Bambara Ct,4,casa,705000.0,13.5,3020.0,2,4,759.0,198.0,1975.0,-37.7951,144.8213
Sunshine North,6 Gresford St,4,casa,735000.0,13.3,3020.0,2,5,635.0,201.0,1975.0,-37.7693,144.8351
Bulleen,19 Barak St,4,casa,1100000.0,11.8,3105.0,2,2,693.0,212.0,1975.0,-37.7743,145.0863
Brighton,58 Champion St,4,casa,2640000.0,11.2,3186.0,2,2,848.0,246.0,1975.0,-37.9234,145.0042
